,surveyID,enum_no,Zone_NO,Class No,lat,lon,busi_activity,oper_time,home_del_pro,pick_take_away,deli_from,only_est,est_area,off_street_park,park_area,aload_docks,no_load_docks,full_emp,part_emp,work_shifts,load_share,to_2a,to_3w,to_bi,to_lt,to_ot,to_pi,owned_2a,owned_3w,owned_bi,owned_lt,owned_pi,owned_ot,leased_2a,leased_3w,leased_bi,leased_lt,leased_ot,leased_pi,len_m_100,len_m_300,len_m_500,len_m_750,NAICS_code,weekly_trucks,to_b3,to_tr,to_all_np
393,1392,1,1,4771,13.03702404,80.26646869,Apparel / Accessory,11.39531686,Yes,Yes,Several Individual warehouses,Yes,1244.506471,Yes,149.1376156,Yes,1,6.082457593,7.08898165,Yes,No,0.075747821,0.193314557,0.998208036,0.934748055,0.721082627,1.007729804,1,0,1,1,1,1,0,0,1,0,1,0,821.75,6312.993184,16245.68842,36012.57143,44,0,1.191522594,1.010495876,0.066666667
761,1760,1,1,5610,13.08240262,80.21507739,Restaurant,12.10054328,No,No,Central Warehouse of establishment,No,746.176233,No,149.2301987,No,1,4.082457593,0.08898165,No,No,0.842037964,0.976772947,0.189505258,0.384053632,0.315340776,2.542313319,1,1,1,0,2,0,1,1,0,1,0,0,655.62,7087.394063,16660.82486,36708.381,31,0,1.166278204,1.226091596,2
391,1390,1,1,4721,13.03697531,80.26705528,Restaurant,11.19446679,Yes,Yes,Several Individual warehouses,Yes,1387.996712,Yes,149.3637844,Yes,1,10.08245759,0.08898165,Yes,Yes,0.12281345,0.663893823,0.919512311,0.946267823,0.277535069,0.970216071,0,0,3,1,0,1,1,1,1,0,1,1,1059.33,4633.852636,14202.87917,36232.841,31,0.7,1.583406134,1.069081273,0.428571429
1071,2070,1,1,4752,13.1791873,80.25524223,Electronics,11.19570225,Yes,Yes,Several Individual warehouses,Yes,554.2670569,Yes,150.4203211,Yes,1,1.082457593,0.08898165,Yes,Yes,0.553035542,0.697243186,0.490078132,0.284957443,0.778736977,0.701781128,1,1,0,1,0,1,1,0,1,0,1,0,640.44,7169.744882,18651.60781,16026.95086,44,0,1.187321318,0.837992985,0.285714286
791,1790,1,1,4771,13.0862662,80.28013069,Apparel / Accessory,10.75358616,No,No,From wholesale shops,No,421.8231251,No,150.6333981,No,1,4.082457593,0.08898165,No,No,0.373673439,0.11939864,0.374588122,0.166959003,0.107300388,0.722565279,1,1,0,1,0,1,0,1,0,1,1,2,972.07,5840.661561,15842.17509,102670.182,44,0,0.493986762,0.540632442,0.142857143
82,1081,1,1,4721,12.97507834,80.22043729,Restaurant,13.53304389,No,No,Central Warehouse of establishment,No,577.9747617,No,150.8036187,No,1,3.082457593,0.08898165,No,No,0.87021792,0.036836601,1.603267077,0.618980848,0.823648968,2.337835958,0,0,0,0,0,0,0,0,1,0,1,1,1082.09,6524.480918,17127.32238,79234.51358,31,0,1.640103678,1.489198768,4
518,1517,1,1,4771,13.04727356,80.20105802,Apparel / Accessory,11.10079107,No,No,Several Individual warehouses,No,326.8252855,No,151.4535158,No,1,0.082457593,0.08898165,No,No,0.055125721,0.842001036,0.083016514,0.346992832,0.707097622,0.965257705,1,0,0,0,0,1,1,0,1,0,0,1,712.36,7157.049398,15562.8755,33821.35209,44,0,0.92501755,0.402118553,0.571428571
433,1432,1,1,4759,13.03964898,80.24392438,Electronics,9.286178859,Yes,Yes,Several Individual warehouses,Yes,453.9453045,Yes,151.5121885,Yes,1,8.082457593,0.08898165,Yes,No,0.331155821,0.425288011,0.990389925,0.367456063,0.013768803,0.802016558,0,0,2,0,1,1,1,1,1,1,1,1,605.44,6192.183617,16907.89903,32536.88023,44,0,1.415677936,0.698611884,0.142857143
30,1029,1,1,9999,12.96382694,80.25628502,Apparel / Accessory,14.63978725,No,No,From wholesale shops,No,330.2840618,No,152.1522992,No,1,1.082457593,0.08898165,No,No,0.285338293,0.228310012,1.103920286,0.965145597,0.401723252,0.19501901,1,0,1,0,0,0,1,1,2,1,0,1,1420.02,7201.921948,21266.29978,41886.1456,44,0,1.332230298,1.250483891,0.857142857
71,1070,1,1,4663,12.97098698,80.15059428,Building Material / Hardware,10.7683347,Yes,Yes,Several Individual warehouses,Yes,519.6697621,Yes,152.2691404,Yes,1,0.082457593,0.08898165,Yes,No,0.397064237,0.258454932,0.500820621,0.313328938,0.103379103,0.667661934,0,1,0,1,1,0,0,0,0,0,1,1,1781.54,3813.964973,9575.688045,33897.22329,42,0,0.759275553,0.710393175,0.133333333
1067,2066,1,1,4663,13.17498083,80.29849998,Building Material / Hardware,11.77223361,Yes,Yes,Several Individual warehouses,Yes,669.2875229,Yes,153.5159427,Yes,1,3.082457593,0.08898165,Yes,No,0.373493488,0.22626889,0.957434333,1.36963595,0.221357834,0.82298048,1,0,1,0,2,1,1,0,0,0,1,0,404.89,3834.086551,10944.30957,27073.27831,42,0.933333333,1.183703223,1.743129438,0.571428571
91,1090,1,1,4771,12.9780671,80.21938133,Apparel / Accessory,12.67962606,Yes,Yes,Several Individual warehouses,Yes,132.5656276,Yes,153.6296777,Yes,1,0.082457593,0.08898165,Yes,NA,0.424147297,0.972489786,0.685571465,0.2650739,0.787105272,0.46553621,0,0,1,0,0,0,1,1,0,1,1,1,721.82,6171.054491,18263.66623,42272.37221,44,0,1.658061252,0.689221196,0.142857143
435,1434,1,1,4771,13.03975443,80.25799778,Home furniture/ appliances,10.08077526,Yes,Yes,Several Individual warehouses,Yes,3000.2713,Yes,154.4066094,Yes,1,2.082457593,0.08898165,Yes,No,0.091802986,0.558530754,0.703256186,0.908229651,0.632140011,0.421126944,0,0,0,1,0,1,0,0,1,1,1,0,905.76,6605.149654,17590.58128,34587.52745,44,0,1.26178694,1.000032638,0.066666667
496,1495,1,1,4771,13.04444388,80.25945017,Apparel / Accessory,9.927615998,No,No,Central Warehouse of establishment,No,963.1454301,No,154.5118466,No,1,2.082457593,0.08898165,No,No,0.188922011,0.073489298,0.50057077,0.440243036,0.638422559,0.91045202,1,0,1,1,1,0,0,0,0,0,0,1,547.5,2550.819639,8015.975558,32068.63333,44,0,0.574060068,0.629165047,0.066666667
326,1325,1,1,4721,13.03056268,80.26681412,Food stores,16.4050571,No,No,Central Warehouse of establishment,No,1884.654482,No,154.6572251,No,1,0.082457593,4.08898165,No,No,0.27256513,0.333938751,0.016982689,0.854572597,0.437934457,2.160132613,0,1,0,1,0,0,1,0,0,1,1,1,724.01,2290.537056,7107.231836,40319.59025,44,0,0.350921439,1.127137727,2
696,1695,1,1,4759,13.07030413,80.27103199,Electronics,10.67147929,No,No,Others,No,362.9942244,No,155.0812137,No,1,0.082457593,0.08898165,No,No,0.176263612,0.868553945,0.4076387,0.71014955,0.789402825,0.589754229,0,1,1,0,1,1,1,1,0,1,1,0,1113.08,6595.555482,17294.09552,41997.06203,44,0,1.276192646,0.886413163,0.142857143
821,1820,1,1,4641,13.09022749,80.28069025,Apparel / Accessory,8.563720908,Yes,Yes,Central Warehouse of establishment,Yes,1590.843842,Yes,155.5760091,Yes,1,7.082457593,0.08898165,Yes,No,0.703247352,0.823524307,0.110450797,0.223004496,1.150196923,0.793209111,1,0,1,0,0,0,0,0,0,0,1,0,799.3,6630.699014,19086.54395,16272.7425,42,0,0.933975104,0.926251848,0
247,1246,1,1,4520,13.00969721,80.22220261,Automobile dealer & sevice,11.41658322,Yes,Yes,Several Individual warehouses,Yes,792.4855119,Yes,156.1917297,Yes,1,1.082457593,0.08898165,Yes,No,0.828360562,0.692902733,0.917196428,0.148390386,0.435400066,0.231304013,1,0,1,0,0,0,1,0,0,1,1,0,585.09,5921.400535,16841.6044,26011.33259,44,0,1.610099161,0.976750948,0.033333333
957,1956,1,1,4752,13.13254162,80.23968759,Building Material / Hardware,9.638931475,Yes,Yes,Others,Yes,775.995012,Yes,156.4773605,Yes,1,0.082457593,0.08898165,Yes,Yes,0.050859071,0.629066266,0.102828497,0.613217448,0.162059863,0.8655149,1,0,0,1,0,0,1,0,0,0,1,2,202.69,5720.86376,17479.74739,24575.28176,44,0.233333333,0.731894763,0.664076519,0.142857143
355,1354,1,1,4752,13.03402492,80.25042071,Building Material / Hardware,11.66195942,No,No,Several Individual warehouses,No,677.9528696,No,157.0214789,No,1,3.082457593,0.08898165,No,Yes,0.441122984,0.406925636,2.418119857,0.069626684,0.969519073,0.351610078,1,1,3,1,2,0,0,0,1,1,1,0,853.68,6047.159632,17037.7571,32777.76969,44,0,2.825045493,0.510749668,2.428571429
710,1709,1,1,9999,13.07362815,80.22489546,Apparel / Accessory,16.76022002,Yes,Yes,Several Individual warehouses,Yes,338.4037145,Yes,157.5158961,Yes,1,1.082457593,0.08898165,Yes,No,0.107469647,0.735211104,1.293165045,0.252123833,0.178509415,0.746204754,0,0,0,0,0,1,1,0,1,1,0,0,1567.35,5516.707707,16067.75509,46226.34119,44,0,2.028376149,0.35959348,2
521,1520,1,1,5610,13.04749155,80.196064,Restaurant,10.72078015,Yes,Yes,From wholesale shops,Yes,914.8700377,Yes,158.0301037,Yes,1,8.082457593,0.08898165,Yes,No,0.363816166,0.917875357,4.988424,0.001188788,0.004395732,0.760992454,0,0,1,1,0,0,0,1,1,0,1,0,710.32,6344.075728,19817.19237,35955.59386,31,0,5.906299356,0.365004954,5
547,1546,1,1,4641,13.04860019,80.20803647,Apparel / Accessory,12.77750979,No,No,From wholesale shops,No,442.5183769,No,158.4348637,No,1,0.082457593,0.08898165,No,No,0.015473307,0.594551222,0.555940511,0.185249422,0.779422298,0.289316406,1,1,1,0,0,0,1,1,1,1,1,0,543.29,5867.271891,16698.1055,37695.04845,42,0,1.150491733,0.200722729,0.1
565,1564,1,1,9999,13.04999255,80.21205426,Apparel / Accessory,13.16689518,Yes,Yes,Several Individual warehouses,Yes,1599.604598,Yes,158.7375226,Yes,1,1.082457593,0.08898165,Yes,No,0.969754763,0.230902076,0.360994569,0.137170909,0.773159508,0.946510747,1,0,1,0,1,1,1,1,1,0,0,1,1637.65,5845.339208,17619.96084,41047.01357,44,0,0.591896645,1.106925672,0.142857143
1044,2043,1,1,4721,13.16621925,80.25206781,Food stores,13.99724419,Yes,Yes,Several Individual warehouses,Yes,743.0420296,Yes,159.0487055,Yes,1,0.082457593,0.08898165,Yes,Yes,0.886998223,0.443887703,0.755097108,0.382808841,0.017210846,1.419915799,0,0,0,1,1,1,0,0,1,0,0,1,510.07,8438.504729,20425.3348,23334.10323,44,0,1.198984811,1.269807064,0.714285714
418,1417,1,1,4771,13.01791471,80.16378265,Apparel / Accessory,12.47393535,No,No,Others,No,909.8215844,No,159.3983989,No,1,1.082457593,0.08898165,No,No,0.669420914,0.426536093,0.929060405,0.938327015,0.112812559,0.623519407,1,0,2,1,1,0,1,0,0,0,1,0,1209.8,7846.436615,19212.12678,42274.5964,44,0,1.355596498,1.607747929,0.1
513,1512,1,1,4752,13.04667431,80.20925744,Building Material / Hardware,13.16501002,Yes,Yes,Several Individual warehouses,Yes,1571.474071,Yes,159.9421304,Yes,1,8.082457593,0.08898165,Yes,No,0.519862655,0.127362286,0.121134038,0.10184367,0.615116243,0.469222234,1,1,0,1,1,0,1,0,0,0,1,1,961.28,6017.380944,16148.24312,39836.81524,44,0,0.248496324,0.621706324,0.285714286
8,1007,1,1,4540,12.94144078,80.13229099,Automobile dealer & sevice,13.83645941,Yes,Yes,Several Individual warehouses,Yes,258.5807003,Yes,178.0620343,Yes,1,4.082457593,0.08898165,Yes,No,0.409865078,0.527756642,0.68935768,0.509620907,0.426870481,0.849579147,2,0,0,0,1,0,1,1,0,1,0,1,1457.64,5149.613775,11205.38455,30743.79897,42,0.233333333,1.217114321,0.919485985,0.20952381
343,1342,1,1,4771,13.03265299,80.25085827,Apparel / Accessory,10.89012819,Yes,Yes,Central Warehouse of establishment,Yes,1223.118784,Yes,190.0383395,Yes,1,1.082457593,0.08898165,Yes,No,0.200077347,0.344895829,0.022265675,0.683682353,0.140165496,0.428314088,1,0,0,0,1,1,0,0,0,1,1,1,434,5874.6311,16625.36286,31242.32175,44,0,0.367161504,0.883759699,0.033333333
578,1577,1,1,4752,13.05196327,80.27399751,Building Material / Hardware,7.875041834,Yes,Yes,Several Individual warehouses,Yes,1440.861082,Yes,191.730313,Yes,1,1.082457593,0.08898165,Yes,No,0.876286726,0.049161283,0.005062615,0.363797484,0.186643099,0.511920775,1,0,0,0,0,1,1,0,1,1,0,1,788.44,4423.164645,10202.42892,43979.11536,44,0,0.054223897,1.240084211,0.033333333
446,1445,1,1,4771,13.04048567,80.23991972,Apparel / Accessory,11.70130476,No,No,Central Warehouse of establishment,No,2965.918347,No,192.2063974,No,1,2.082457593,2.08898165,No,No,0.989503798,0.063096187,0.885507237,0.569088139,0.832102148,0.975168023,0,0,0,0,1,0,1,0,1,1,1,0,1038.07,6853.795245,19239.8875,92586.75061,44,0,0.948603424,1.558591936,0.142857143
589,1588,1,1,4759,13.05274333,80.24632572,Electronics,11.36736052,No,No,Several Individual warehouses,No,416.2378788,No,192.8340509,No,1,3.082457593,0.08898165,No,No,0.214023867,0.011551583,0.91799964,0.518805709,0.605266022,0.146306613,1,0,0,1,1,0,1,1,0,1,1,1,774.44,8611.35424,18790.72349,67318.9772,44,0,0.929551223,0.732829576,1
538,1537,1,1,4649,13.04834854,80.19215835,Others,12.44162899,Yes,Yes,Several Individual warehouses,Yes,442.6237983,Yes,194.3653742,Yes,1,0.082457593,0.08898165,Yes,No,0.714869233,0.355829577,0.075555988,0.733676213,0.36144054,0.874064382,0,1,1,0,1,1,0,0,1,1,1,0,668.33,7200.633993,19318.14069,36814.57806,42,2,0.431385565,1.448545446,0.133333333
516,1515,1,1,4652,13.04685064,80.24821564,Electronics,9.054516511,Yes,Yes,Several Individual warehouses,Yes,994.3450325,Yes,195.0743616,Yes,1,1.082457593,0.08898165,Yes,No,0.889566938,0.191601031,0.256793246,0.479979272,0.56706307,0.122917588,0,1,1,1,1,0,0,1,0,0,0,2,902.17,6119.021872,15444.82835,35065.8112,42,0,0.448394277,1.36954621,0.033333333
37,1036,1,1,4663,12.96426297,80.14722117,Building Material / Hardware,10.83426401,No,No,Several Individual warehouses,No,1421.015672,No,195.0793754,No,1,4.082457593,0.08898165,No,No,0.491911394,0.443192885,0.290573347,0.681275992,0.702388044,3.773362422,1,1,1,0,4,0,0,0,0,1,1,1,1550.34,6027.090125,15172.71202,34111.55934,42,0,0.733766233,1.173187386,4
585,1584,1,1,4721,13.05242261,80.22107897,Food stores,11.98513055,No,No,Several Individual warehouses,No,1456.086687,No,195.2620855,No,1,8.082457593,0.08898165,No,No,0.687926459,0.592793997,0.962914857,0.201307619,0.034673459,0.056713144,1,0,1,1,0,1,1,1,0,1,1,1,882,5832.965382,15731.4858,41890.9515,44,0,1.555708854,0.889234078,0.428571429
360,1359,1,1,4759,13.03424106,80.25388358,Electronics,9.726388565,Yes,Yes,Others,Yes,603.3122202,Yes,195.7560193,Yes,1,5.082457593,0.08898165,Yes,No,0.659040038,0.841458016,0.583282488,0.015999886,0.218785427,2.371821194,1,0,1,0,1,0,1,1,1,0,1,0,715.51,3307.353072,9594.664946,32606.57947,44,0,1.424740504,0.675039925,2
622,1621,1,1,4773,13.05558992,80.19320377,Apparel / Accessory,11.30264517,Yes,Yes,Several Individual warehouses,Yes,504.6786862,Yes,196.4956305,Yes,1,2.082457593,0.08898165,Yes,No,0.219911336,0.449912155,0.558531431,0.645134654,0.179127094,0.239145292,0,1,1,1,1,0,1,1,0,0,0,0,465.2,6370.132219,18075.93122,36530.93727,44,0,1.008443586,0.86504599,0.033333333
278,1277,1,1,4752,13.02077526,80.18369816,Building Material / Hardware,14.07574056,Yes,Yes,Several Individual warehouses,Yes,6430.025268,Yes,197.8634147,Yes,1,14.08245759,0.08898165,Yes,Yes,0.606025206,0.885150579,0.92600734,0.188633246,0.468960638,5.808665446,1,1,2,0,1,1,0,1,0,1,0,0,891.13,6473.210593,18941.57688,17149.44914,44,0.466666667,1.811157919,0.794658452,5.285714286
967,1966,1,1,4663,13.13557986,80.2348895,Building Material / Hardware,7.953714863,Yes,Yes,Several Individual warehouses,Yes,836.6792663,Yes,198.2536779,Yes,1,2.082457593,0.08898165,Yes,No,0.615989849,0.191985052,0.313175436,0.656555698,0.174602884,0.095523126,1,1,0,0,1,1,0,1,0,1,1,0,224.34,7128.623649,19122.91949,22533.2899,33,0.466666667,0.505160488,1.272545547,0.285714286
920,1919,1,1,4752,13.10566687,80.27915228,Building Material / Hardware,10.05519595,Yes,Yes,Central Warehouse of establishment,Yes,2430.8083,Yes,198.7226618,Yes,1,4.082457593,0.08898165,Yes,No,0.95975356,0.022631679,0.122794263,0.425284178,0.415349037,2.21966946,1,0,0,0,0,0,1,1,0,1,0,1,577.2,6542.727708,18153.8605,37530.92791,44,0,0.145425942,1.385037739,2
644,1643,1,1,4752,13.05917339,80.19280078,Building Material / Hardware,12.47858697,Yes,Yes,Several Individual warehouses,Yes,547.0165204,Yes,198.8705289,Yes,1,0.082457593,0.08898165,Yes,No,0.485744794,0.462164069,0.013261215,0.237242016,0.232906969,2.549632859,0,0,1,0,1,1,0,0,0,1,1,1,749.27,6495.352485,16116.1047,35327.60023,44,0,0.475425284,0.722986811,2
679,1678,1,1,4773,13.06660423,80.22969996,Apparel / Accessory,9.1477874,No,No,Central Warehouse of establishment,No,967.5936139,No,199.5633418,No,1,2.082457593,0.08898165,No,No,0.367173073,0.524338223,2.515506009,0.611568678,0.97436785,1.301000869,1,1,0,0,1,1,0,0,1,0,0,1,1217.27,7310.967292,19093.74683,39179.47558,44,0,3.039844231,0.978741752,2.857142857
533,1532,1,1,4652,13.04765567,80.24873024,Electronics,9.579336624,Yes,Yes,Several Individual warehouses,Yes,258.2186031,Yes,199.6613584,Yes,1,0.082457593,0.08898165,Yes,No,0.50739439,1.906983188,0.381524395,0.923423197,0.665470782,1.111800769,0,1,2,1,1,0,1,1,1,1,1,0,660.17,6083.090719,16024.69576,34388.23128,42,0,2.288507583,1.430817586,3
485,1484,1,1,4771,13.04260657,80.25950604,Apparel / Accessory,11.99578195,No,No,Several Individual warehouses,No,832.7464089,No,199.7996429,No,1,3.082457593,0.08898165,No,No,0.534459609,0.842331039,0.429544579,0.063905538,0.335288079,0.324765283,1,1,1,0,1,1,1,1,1,1,1,0,684.05,4664.621114,15236.76027,33224.27427,44,0,1.271875618,0.598365147,0.033333333
378,1377,1,1,4759,13.03566148,80.250575,Electronics,9.055341668,Yes,Yes,Several Individual warehouses,Yes,1259.169611,Yes,200.2680325,Yes,1,2.082457593,0.08898165,Yes,No,0.846548305,0.900090043,0.035954575,0.753462799,0.87655148,1.134314512,1,0,1,1,0,0,0,0,0,1,1,0,817.48,6165.003867,17759.88139,35418.69857,44,0,0.936044618,1.600011104,1
505,1504,1,1,4773,13.04558574,80.18671274,Apparel / Accessory,12.50076275,No,No,Several Individual warehouses,No,745.0510054,No,201.1840129,No,1,4.082457593,0.08898165,No,No,0.078261552,0.346429815,0.571118338,0.044936804,0.837415904,0.312761105,1,0,1,0,1,1,1,0,0,0,0,1,774.91,5232.810187,17072.10069,74905.62043,44,0,0.917548153,0.123198356,0.428571429
750,1749,1,1,4771,13.0805493,80.16458465,Apparel / Accessory,12.77925647,Yes,Yes,Several Individual warehouses,Yes,515.55876,Yes,202.4132218,Yes,1,0.082457593,0.08898165,Yes,No,0.143957726,0.423649433,0.443759146,0.353816677,0.658089641,0.787373546,1,0,0,1,0,1,0,1,0,0,0,2,536.45,4557.325035,20393.13787,36440.50183,44,0,0.867408578,0.497774403,0.142857143
687,1686,1,1,4663,13.06754186,80.20867413,Building Material / Hardware,12.75691006,Yes,Yes,Several Individual warehouses,Yes,1445.657021,Yes,203.5483685,Yes,1,1.082457593,0.08898165,Yes,No,0.137340724,0.021770477,0.84217832,0.665738742,0.412673213,0.220617241,1,0,1,0,0,0,1,2,1,0,0,0,1161.12,5141.105062,15626.05073,41173.38671,42,0,0.863948797,0.803079466,1
625,1624,1,1,4752,13.05655568,80.19367465,Building Material / Hardware,8.900257347,Yes,Yes,Several Individual warehouses,Yes,357.9114817,Yes,203.6876302,Yes,1,0.082457593,0.08898165,Yes,No,0.160361266,0.466559581,0.976242994,0.613646122,0.165060194,0.514049462,1,0,0,1,0,0,1,1,0,0,0,1,573.53,6900.834196,19544.67456,36881.52984,44,0,1.442802575,0.774007388,0.285714286
736,1735,1,1,4759,13.07679561,80.21083264,Home furniture/ appliances,10.81026018,NA,NA,Several Individual warehouses,NA,5986.162976,NA,203.9215747,NA,1,9.082457593,0.08898165,NA,No,0.004113104,0.432045561,0.703031244,0.391540325,0.514421628,0.525119515,1,0,2,0,0,1,0,0,0,0,0,0,1431.04,6830.19832,18671.65229,43042.48841,44,0,1.135076805,0.395653429,0.428571429
952,1951,1,1,9999,13.09029113,80.26938084,Building Material / Hardware,11.05784234,No,No,Several Individual warehouses,No,1508.465922,No,204.9985503,No,1,6.082457593,0.08898165,No,No,0.663105886,0.02363099,0.882597138,0.527827752,0.967599041,0.179324507,1,1,1,0,0,0,1,1,1,1,0,0,632.46,7456.719988,16715.88845,34056.41335,44,0,0.906228127,1.190933638,0.428571429
455,1454,1,1,4772,13.04061889,80.20155644,Pharma vendor,15.93296849,No,No,Several Individual warehouses,No,1735.322407,No,205.0637988,No,1,1.082457593,0.08898165,No,No,0.462150876,0.799591611,2.055490674,0.832424301,0.019862701,0.392057283,1,1,2,1,0,1,0,0,0,1,1,0,690.2,5997.901656,19425.73876,41631.03125,44,0,2.855082285,1.294575177,4
4,1003,1,1,4759,12.93014755,80.23238221,Electronics,12.2537039,No,No,Central Warehouse of establishment,No,6079.772458,No,205.3381069,No,1,46.08245759,0.08898165,No,No,0.370529746,0.939738432,0.369534116,0.287716283,0.684397929,2.770435465,0,0,1,1,2,0,0,0,1,1,0,1,643.02,6467.790908,18954.65797,61388.57337,44,0,1.309272548,0.658246028,2
752,1751,1,1,4763,13.08165804,80.21796466,Others,10.09274282,Yes,Yes,Central Warehouse of establishment,Yes,1451.162631,Yes,205.9173932,Yes,1,5.082457593,2.08898165,Yes,No,0.151815497,0.713192686,0.557191369,0.684061083,0.257126284,0.592494364,0,1,1,0,2,0,0,1,0,1,0,0,810.74,4592.714354,13225.6288,37368.86083,45,0,1.270384055,0.83587658,0.285714286
458,1457,1,1,4771,13.04078485,80.23173602,Apparel / Accessory,12.66046362,No,No,Central Warehouse of establishment,No,1479.274172,No,207.688813,No,1,3.082457593,0.08898165,No,No,0.535171699,0.313432532,0.679803829,0.881771619,0.300113861,0.658158052,1,0,2,1,0,0,0,0,0,1,1,0,1289.1,4603.144689,13129.34992,98854.06059,44,0.7,0.993236361,1.416943318,0.857142857
670,1669,1,1,5610,13.06466841,80.24336865,Restaurant,13.23723393,No,No,Central Warehouse of establishment,No,712.034288,No,207.8511307,No,1,11.08245759,0.08898165,No,No,0.077910408,0.501712544,2.034018849,0.568175338,0.574563948,0.0514536,0,0,2,0,2,1,0,0,1,1,1,0,412.13,4545.216628,10961.65308,26668.25986,31,0,2.535731394,0.646085746,2.571428571
682,1681,1,1,4510,13.06678034,80.2304873,Automobile dealer & sevice,10.98904666,Yes,Yes,Central Warehouse of establishment,Yes,1007.033469,Yes,208.2807404,Yes,1,2.082457593,0.08898165,Yes,Yes,0.392712995,4.240897638,0.631780649,0.098606964,0.437866508,2.305090193,1,1,1,1,0,0,0,1,1,0,0,0,1277.77,3879.796647,10914.70044,37708.24039,44,0,4.872678287,0.491319959,7
211,1210,1,1,4772,12.98255184,80.25940481,Pharma vendor,15.90192064,Yes,Yes,From wholesale shops,Yes,1079.032832,Yes,209.0608173,Yes,1,4.082457593,0.08898165,Yes,No,0.225840246,0.689760032,1.374114957,0.889670783,0.932758403,0.19199856,1,0,1,1,1,0,0,0,1,0,0,1,493.4,7036.966751,17048.94776,30069.57453,44,0,2.063874989,1.115511029,1
912,1911,1,1,4630,13.09968724,80.26154129,Food stores,10.7548409,Yes,Yes,Several Individual warehouses,Yes,406.5932112,Yes,209.0979784,Yes,1,-0.917542407,0.08898165,Yes,No,0.593562797,0.569507357,0.641381184,0.013857617,0.257341187,0.142056434,1,1,1,1,1,1,0,1,1,1,0,0,899.27,6242.676335,15326.52689,36087.90079,42,0,1.210888541,0.607420414,0.066666667
250,1249,1,1,9999,13.01005938,80.20842721,Fabrication,9.988535152,Yes,Yes,Several Individual warehouses,Yes,1465.772374,Yes,209.775199,Yes,1,6.082457593,0.08898165,Yes,No,1.304518434,0.796869119,0.155020362,0.184413692,0.45837835,1.407245002,0,0,0,1,0,0,0,1,0,1,1,0,692.57,5942.270657,18094.35597,42944.33615,44,7,0.95188948,1.488932126,2
166,1165,1,1,4772,12.99406943,80.25558724,Pharma vendor,12.79170202,Yes,Yes,Several Individual warehouses,Yes,351.1943177,Yes,226.1066943,Yes,1,1.082457593,0.08898165,Yes,No,0.38966136,0.842646617,5.018717569,0.267247197,0.277221948,0.005488465,1,0,1,0,0,1,1,1,0,1,0,0,628.91,5301.543575,16940.59385,45492.06379,44,0,5.861364187,0.656908557,5
691,1690,1,1,4771,13.06885779,80.22563658,Apparel / Accessory,10.13632938,No,No,Several Individual warehouses,No,1209.574267,No,240.0537622,No,1,1.082457593,0.08898165,No,No,0.727458298,0.41175421,3.83819773,0.474202694,0.136252884,0.735528702,1,1,0,1,0,0,1,1,0,0,0,1,736.28,6546.728256,16996.48673,47688.65282,44,0,4.249951939,1.201660992,4
382,1381,1,1,4752,13.03624354,80.20093362,Building Material / Hardware,10.6625929,No,No,Several Individual warehouses,No,425.9519231,No,243.5044302,No,1,4.082457593,0.08898165,No,No,0.439534259,2.897748762,0.526262492,0.07972396,0.054729942,0.919534492,1,1,2,1,1,1,1,0,0,0,0,1,1105.73,8311.82772,20767.99283,43587.62934,44,0,3.424011255,0.519258219,3
383,1382,1,1,4752,13.03649523,80.20028986,Building Material / Hardware,13.69429138,Yes,Yes,Several Individual warehouses,Yes,786.8332732,Yes,243.9173346,Yes,1,0.082457593,0.08898165,Yes,No,0.021357561,14.90729494,0.554898112,0.646243643,0.464871672,0.454045556,0,3,1,1,0,1,1,0,1,1,0,1,971.38,5594.62438,15222.98709,43242.05548,44,0,15.46219305,0.667601203,15
529,1528,1,1,4721,13.0426681,80.19346451,Restaurant,13.98239928,No,No,Central Warehouse of establishment,No,1480.925321,No,244.6323639,No,1,18.08245759,0.08898165,No,No,0.44042767,0.372501758,0.056576854,0.453189849,0.486786725,4.050219717,0,0,0,0,2,1,1,1,1,0,1,1,790.39,4288.276963,14389.88047,33296.96436,31,0,0.429078612,0.89361752,3.333333333
266,1265,1,1,4630,13.01523695,80.21496069,Food stores,11.54848523,No,No,Several Individual warehouses,No,1523.819718,No,245.9560256,No,1,28.08245759,0.08898165,No,No,0.539321412,0.632014156,0.584777504,0.804259856,0.775113661,2.903470494,1,0,0,0,2,0,1,0,1,1,1,1,272.07,4058.100384,14412.61257,29481.78349,42,0,1.21679166,1.343581268,2
729,1728,1,1,4520,13.07508524,80.23091468,Automobile dealer & sevice,11.75493802,No,No,Central Warehouse of establishment,No,216.8843216,No,246.336289,No,1,4.082457593,0.08898165,No,Yes,0.670069795,0.125068393,0.963184705,0.740908687,0.774160063,0.712349637,1,0,0,0,0,1,1,1,1,1,0,0,1491.85,6450.209049,17905.93432,77073.32183,42,0,1.088253098,1.410978483,0.714285714
370,1369,1,1,4759,13.0350734,80.15611876,Electronics,13.71027095,Yes,Yes,Several Individual warehouses,Yes,741.9810356,Yes,247.4294672,Yes,1,1.082457593,0.08898165,Yes,Yes,0.01184243,0.211994162,0.052755956,0.421599585,0.774533071,0.735678649,0,1,0,1,1,1,1,1,1,0,1,0,1088.19,5917.351057,17496.25443,32424.12357,44,0.233333333,0.264750118,0.433442014,0.142857143
